"image_id","image_path","image_sha256","created_utc","detection.detector_name","detection.image_score","detection.threshold","detection.is_anomalous","detection.confidence","detection.score_margin","localisation.confidence","localisation.mask_area_ratio","localisation.component_count","localisation.boxes","semantic.label","semantic.confidence","semantic.method","semantic.evidence.selected_box.x","semantic.evidence.selected_box.y","semantic.evidence.selected_box.w","semantic.evidence.selected_box.h","semantic.evidence.selected_box.area_px","semantic.evidence.selected_box.area_ratio","semantic.evidence.selected_box.mean_heat","semantic.evidence.selected_box.max_heat","semantic.evidence.selected_box.x2","semantic.evidence.selected_box.y2","semantic.evidence.selected_box.aspect_ratio","semantic.evidence.edge_density","semantic.evidence.mean_saturation","semantic.evidence.mean_value","semantic.evidence.saturation_contrast","semantic.evidence.dark_contrast","semantic.evidence.rules","confidence.components.anomaly","confidence.components.localisation","confidence.components.semantic","confidence.fusion.minimum","confidence.fusion.weighted_average","confidence.fusion.preferred_strategy","confidence.fusion.preferred","risk.severity","risk.occurrence","risk.detection","risk.risk_class","risk.action","risk.mapped","risk.rpm_lookup_key","review.requires_review","review.reasons","artefacts.heatmap_overlay","artefacts.mask","artefacts.annotated","config_summary.detector","config_summary.localisation_threshold","config_summary.fusion_preferred_strategy","semantic.evidence.reason"
"capsule__test__crack__000","data/mvtec_anomaly_detection/capsule/test/crack/000.png","6462a533da731a19e4df05fc1815719b94603aee341a2ac620add75ec2334ef4","2026-06-08T23:17:36.391805+00:00","anomalib_padim","0.5562802432222254","0.5","True","0.5562802432222254","0.05628024322222536","0.6626177502809988","0.0119476318359375","2","[{'x': 85, 'y': 53, 'w': 24, 'h': 25, 'area_px': 482, 'area_ratio': 0.007354736328125, 'mean_heat': 0.6308600306510925, 'max_heat': 1.0, 'x2': 109, 'y2': 78, 'aspect_ratio': 1.0416666666666667}, {'x': 197, 'y': 149, 'w': 29, 'h': 13, 'area_px': 301, 'area_ratio': 0.0045928955078125, 'mean_heat': 0.5296984910964966, 'max_heat': 0.6705882549285889, 'x2': 226, 'y2': 162, 'aspect_ratio': 2.230769230769231}]","unknown","0.5774999999999999","rules_constrained_taxonomy","85.0","53.0","24.0","25.0","482.0","0.007354736328125","0.6308600306510925","1.0","109.0","78.0","1.0416666666666667","0.045","6.023333333333333","200.65333333333334","0.8102032520325206","0.0","['features|aspect=1.042|area=0.0074|dark_contrast=0.00|sat_contrast=0.81|edge_density=0.0450|flags=elongated:0_thin:1_dark:0_saturated:0_large:0_edge:0', 'no_rule_matched_confidently']","0.5562802432222254","0.6626177502809988","0.5774999999999999","0.5562802432222254","0.593486434534301","minimum","0.5562802432222254","S3","O3","D2","High","Quarantine item or lot pending quality engineer review.","True","S3|O3|D2","True","['Fused confidence 0.556 is below operational threshold 0.600.', 'Semantic label is unknown or not confidently mapped to the taxonomy.', 'Anomaly score is close to the decision boundary; margin=0.056.']","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__000_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__000_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__000_annotated.png","simple_statistical_reference","0.42","minimum",""
"capsule__test__crack__001","data/mvtec_anomaly_detection/capsule/test/crack/001.png","dd07c258e465acf0dc3770da851f3671fb4721df60bc460e053a95b9b21acccb","2026-06-08T23:17:36.443518+00:00","anomalib_padim","1.0","0.5","True","1.0","0.5","0.736507846516445","0.0465240478515625","3","[{'x': 19, 'y': 103, 'w': 63, 'h': 64, 'area_px': 2648, 'area_ratio': 0.0404052734375, 'mean_heat': 0.6581615209579468, 'max_heat': 1.0, 'x2': 82, 'y2': 167, 'aspect_ratio': 1.0158730158730158}, {'x': 100, 'y': 138, 'w': 21, 'h': 18, 'area_px': 286, 'area_ratio': 0.004364013671875, 'mean_heat': 0.4466474950313568, 'max_heat': 0.47843137383461, 'x2': 121, 'y2': 156, 'aspect_ratio': 1.1666666666666667}, {'x': 126, 'y': 61, 'w': 12, 'h': 12, 'area_px': 115, 'area_ratio': 0.0017547607421875, 'mean_heat': 0.5096675157546997, 'max_heat': 0.6078431606292725, 'x2': 138, 'y2': 73, 'aspect_ratio': 1.0}]","surface_defect","0.753","rules_constrained_taxonomy","19.0","103.0","63.0","64.0","2648.0","0.0404052734375","0.6581615209579468","1.0","82.0","167.0","1.0158730158730158","0.13194444444444445","33.461309523809526","90.25","5.167480409885474","9.717879746835436","['features|aspect=1.016|area=0.0404|dark_contrast=9.72|sat_contrast=5.17|edge_density=0.1319|flags=elongated:0_thin:0_dark:0_saturated:0_large:0_edge:1', 'high_heat_moderate_area_surface_defect_fallback']","1.0","0.736507846516445","0.753","0.736507846516445","0.8592023539549335","minimum","0.736507846516445","S3","O2","D2","High","Quarantine item or lot pending quality engineer review.","True","S3|O2|D2","False","[]","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__001_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__001_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__001_annotated.png","simple_statistical_reference","0.42","minimum",""
"capsule__test__crack__002","data/mvtec_anomaly_detection/capsule/test/crack/002.png","d7ff9e57c30e59fb1d5ec8885de04b14e6ebb20321e7a68398389dc7e28f2e2e","2026-06-08T23:17:36.494020+00:00","anomalib_padim","0.5320340205468417","0.5","True","0.5320340205468417","0.03203402054684168","0.5582357773056699","0.0268402099609375","5","[{'x': 19, 'y': 106, 'w': 35, 'h': 30, 'area_px': 796, 'area_ratio': 0.01214599609375, 'mean_heat': 0.6565967202186584, 'max_heat': 0.9960784316062927, 'x2': 54, 'y2': 136, 'aspect_ratio': 1.1666666666666667}, {'x': 102, 'y': 55, 'w': 24, 'h': 23, 'area_px': 428, 'area_ratio': 0.00653076171875, 'mean_heat': 0.6292193531990051, 'max_heat': 1.0, 'x2': 126, 'y2': 78, 'aspect_ratio': 1.0434782608695652}, {'x': 71, 'y': 106, 'w': 48, 'h': 12, 'area_px': 366, 'area_ratio': 0.005584716796875, 'mean_heat': 0.44028720259666443, 'max_heat': 0.4588235318660736, 'x2': 119, 'y2': 118, 'aspect_ratio': 4.0}, {'x': 229, 'y': 155, 'w': 12, 'h': 14, 'area_px': 128, 'area_ratio': 0.001953125, 'mean_heat': 0.5569546222686768, 'max_heat': 0.7254902124404907, 'x2': 241, 'y2': 169, 'aspect_ratio': 1.1666666666666667}, {'x': 146, 'y': 95, 'w': 7, 'h': 7, 'area_px': 41, 'area_ratio': 0.0006256103515625, 'mean_heat': 0.47183170914649963, 'max_heat': 0.5137255191802979, 'x2': 153, 'y2': 102, 'aspect_ratio': 1.0}]","unknown","0.5761274510622024","rules_constrained_taxonomy","19.0","106.0","35.0","30.0","796.0","0.01214599609375","0.6565967202186584","0.9960784316062927","54.0","136.0","1.1666666666666667","0.08857142857142856","22.88190476190476","58.55047619047619","1.467156253805868","17.23042747533796","['features|aspect=1.167|area=0.0121|dark_contrast=17.23|sat_contrast=1.47|edge_density=0.0886|flags=elongated:0_thin:1_dark:0_saturated:0_large:0_edge:1', 'no_rule_matched_confidently']","0.5320340205468417","0.5582357773056699","0.5761274510622024","0.5320340205468417","0.5509179052033303","minimum","0.5320340205468417","S3","O3","D3","Critical","Stop release or production path until authorised review is complete.","True","S3|O3|D3","True","['Fused confidence 0.532 is below operational threshold 0.600.', 'Semantic label is unknown or not confidently mapped to the taxonomy.', 'Anomaly score is close to the decision boundary; margin=0.032.', 'Critical risk class requires operator confirmation before release decision.']","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__002_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__002_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__002_annotated.png","simple_statistical_reference","0.42","minimum",""
"capsule__test__crack__003","data/mvtec_anomaly_detection/capsule/test/crack/003.png","c53205f6aba7f10cf1302155ec173c4b5fc04a85cec9d5cf32bb464443f8bab3","2026-06-08T23:17:36.545744+00:00","anomalib_padim","0.9514691427930888","0.5","True","0.9514691427930888","0.4514691427930888","0.6840245874216838","0.007720947265625","2","[{'x': 217, 'y': 119, 'w': 21, 'h': 21, 'area_px': 352, 'area_ratio': 0.00537109375, 'mean_heat': 0.6413324475288391, 'max_heat': 1.0, 'x2': 238, 'y2': 140, 'aspect_ratio': 1.0}, {'x': 115, 'y': 58, 'w': 14, 'h': 15, 'area_px': 154, 'area_ratio': 0.002349853515625, 'mean_heat': 0.5015533566474915, 'max_heat': 0.6000000238418579, 'x2': 129, 'y2': 73, 'aspect_ratio': 1.0714285714285714}]","unknown","0.5774999999999999","rules_constrained_taxonomy","217.0","119.0","21.0","21.0","352.0","0.00537109375","0.6413324475288391","1.0","238.0","140.0","1.0","0.17006802721088435","141.53514739229024","117.41950113378685","16.10490634042756","4.553471839186116","['features|aspect=1.000|area=0.0054|dark_contrast=4.55|sat_contrast=16.10|edge_density=0.1701|flags=elongated:0_thin:1_dark:0_saturated:0_large:0_edge:1', 'no_rule_matched_confidently']","0.9514691427930888","0.6840245874216838","0.5774999999999999","0.5774999999999999","0.7777434904833951","minimum","0.5774999999999999","S3","O3","D2","High","Quarantine item or lot pending quality engineer review.","True","S3|O3|D2","True","['Fused confidence 0.577 is below operational threshold 0.600.', 'Semantic label is unknown or not confidently mapped to the taxonomy.']","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__003_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__003_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__003_annotated.png","simple_statistical_reference","0.42","minimum",""
"capsule__test__crack__004","data/mvtec_anomaly_detection/capsule/test/crack/004.png","5f9a15491b9b942276e72deeaf4f89a5fe9be28a797177eaf6e09cceaed83cce","2026-06-08T23:17:36.617049+00:00","anomalib_padim","1.0","0.5","True","1.0","0.5","0.635813870668118","0.0276031494140625","3","[{'x': 229, 'y': 162, 'w': 27, 'h': 39, 'area_px': 852, 'area_ratio': 0.01300048828125, 'mean_heat': 0.7265764474868774, 'max_heat': 1.0, 'x2': 256, 'y2': 201, 'aspect_ratio': 1.4444444444444444}, {'x': 142, 'y': 88, 'w': 36, 'h': 21, 'area_px': 588, 'area_ratio': 0.00897216796875, 'mean_heat': 0.5835334658622742, 'max_heat': 0.8117647171020508, 'x2': 178, 'y2': 109, 'aspect_ratio': 1.7142857142857142}, {'x': 92, 'y': 187, 'w': 21, 'h': 22, 'area_px': 369, 'area_ratio': 0.0056304931640625, 'mean_heat': 0.6394175887107849, 'max_heat': 0.929411768913269, 'x2': 113, 'y2': 209, 'aspect_ratio': 1.0476190476190477}]","unknown","0.5774999999999999","rules_constrained_taxonomy","229.0","162.0","27.0","39.0","852.0","0.01300048828125","0.7265764474868774","1.0","256.0","201.0","1.4444444444444444","0.032288698955365625","9.27065527065527","205.01709401709402","1.926227846227846","0.0","['features|aspect=1.444|area=0.0130|dark_contrast=0.00|sat_contrast=1.93|edge_density=0.0323|flags=elongated:0_thin:1_dark:0_saturated:0_large:0_edge:0', 'no_rule_matched_confidently']","1.0","0.635813870668118","0.5774999999999999","0.5774999999999999","0.7851191612004353","minimum","0.5774999999999999","S3","O3","D2","High","Quarantine item or lot pending quality engineer review.","True","S3|O3|D2","True","['Fused confidence 0.577 is below operational threshold 0.600.', 'Semantic label is unknown or not confidently mapped to the taxonomy.']","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__004_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__004_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__004_annotated.png","simple_statistical_reference","0.42","minimum",""
"capsule__test__crack__005","data/mvtec_anomaly_detection/capsule/test/crack/005.png","0b4b50fbd5d7a91d41ca2b30ecafc34a2877f3543456f3b9c0fafadc075fa9a7","2026-06-08T23:17:36.693829+00:00","anomalib_padim","0.25300762001632554","0.5","True","0.25300762001632554","0.24699237998367446","0.7493439217269797","0.0128021240234375","2","[{'x': 29, 'y': 95, 'w': 28, 'h': 34, 'area_px': 720, 'area_ratio': 0.010986328125, 'mean_heat': 0.6339378952980042, 'max_heat': 1.0, 'x2': 57, 'y2': 129, 'aspect_ratio': 1.2142857142857142}, {'x': 55, 'y': 137, 'w': 10, 'h': 14, 'area_px': 119, 'area_ratio': 0.0018157958984375, 'mean_heat': 0.5323447585105896, 'max_heat': 0.6470588445663452, 'x2': 65, 'y2': 151, 'aspect_ratio': 1.4}]","crack","0.883","rules_constrained_taxonomy","29.0","95.0","28.0","34.0","720.0","0.010986328125","0.6339378952980042","1.0","57.0","129.0","1.2142857142857142","0.08823529411764706","25.967436974789916","52.95168067226891","3.9269824293353714","19.161046600458363","['features|aspect=1.214|area=0.0110|dark_contrast=19.16|sat_contrast=3.93|edge_density=0.0882|flags=elongated:0_thin:1_dark:1_saturated:0_large:0_edge:1', 'dark_edge_rich_crack_like_region']","0.25300762001632554","0.7493439217269797","0.883","0.25300762001632554","0.5594066055254404","minimum","0.25300762001632554","S4","O2","D3","Critical","Stop release or production path until authorised review is complete.","True","S4|O2|D3","True","['Fused confidence 0.253 is below operational threshold 0.600.', 'Critical risk class requires operator confirmation before release decision.']","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__005_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__005_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__005_annotated.png","simple_statistical_reference","0.42","minimum",""
"capsule__test__crack__006","data/mvtec_anomaly_detection/capsule/test/crack/006.png","d63295f7073046911ab3d84d5d38ca12adbb0de33951a05d03578da9e0163904","2026-06-08T23:17:36.753763+00:00","anomalib_padim","0.5359995040442381","0.5","True","0.5359995040442381","0.03599950404423813","0.8489507257938385","0.0154876708984375","1","[{'x': 150, 'y': 146, 'w': 53, 'h': 25, 'area_px': 1015, 'area_ratio': 0.0154876708984375, 'mean_heat': 0.6428242921829224, 'max_heat': 1.0, 'x2': 203, 'y2': 171, 'aspect_ratio': 2.12}]","unknown","0.5774999999999999","rules_constrained_taxonomy","150.0","146.0","53.0","25.0","1015.0","0.0154876708984375","0.6428242921829224","1.0","203.0","171.0","2.12","0.11622641509433962","93.09056603773585","121.22641509433963","5.299473778987178","8.719855672715866","['features|aspect=2.120|area=0.0155|dark_contrast=8.72|sat_contrast=5.30|edge_density=0.1162|flags=elongated:0_thin:1_dark:0_saturated:0_large:0_edge:1', 'no_rule_matched_confidently']","0.5359995040442381","0.8489507257938385","0.5774999999999999","0.5359995040442381","0.6402599945580587","minimum","0.5359995040442381","S3","O3","D3","Critical","Stop release or production path until authorised review is complete.","True","S3|O3|D3","True","['Fused confidence 0.536 is below operational threshold 0.600.', 'Semantic label is unknown or not confidently mapped to the taxonomy.', 'Anomaly score is close to the decision boundary; margin=0.036.', 'Critical risk class requires operator confirmation before release decision.']","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__006_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__006_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__006_annotated.png","simple_statistical_reference","0.42","minimum",""
"capsule__test__crack__007","data/mvtec_anomaly_detection/capsule/test/crack/007.png","de3bf8155e2b6e153688ef71bbb5bdcc0f390e20e48dd60aa36cedad5b37717d","2026-06-08T23:17:36.807956+00:00","anomalib_padim","0.7655929351431257","0.5","True","0.7655929351431257","0.26559293514312565","0.7164693614709723","0.014007568359375","2","[{'x': 217, 'y': 130, 'w': 28, 'h': 33, 'area_px': 672, 'area_ratio': 0.01025390625, 'mean_heat': 0.6636379957199097, 'max_heat': 1.0, 'x2': 245, 'y2': 163, 'aspect_ratio': 1.1785714285714286}, {'x': 161, 'y': 226, 'w': 17, 'h': 18, 'area_px': 246, 'area_ratio': 0.003753662109375, 'mean_heat': 0.5494022369384766, 'max_heat': 0.7254902124404907, 'x2': 178, 'y2': 244, 'aspect_ratio': 1.0588235294117647}]","unknown","0.5774999999999999","rules_constrained_taxonomy","217.0","130.0","28.0","33.0","672.0","0.01025390625","0.6636379957199097","1.0","245.0","163.0","1.1785714285714286","0.14393939393939395","74.69913419913419","133.732683982684","3.952844774273345","10.914347557204678","['features|aspect=1.179|area=0.0103|dark_contrast=10.91|sat_contrast=3.95|edge_density=0.1439|flags=elongated:0_thin:1_dark:0_saturated:0_large:0_edge:1', 'no_rule_matched_confidently']","0.7655929351431257","0.7164693614709723","0.5774999999999999","0.5774999999999999","0.7038326292556982","minimum","0.5774999999999999","S3","O3","D2","High","Quarantine item or lot pending quality engineer review.","True","S3|O3|D2","True","['Fused confidence 0.577 is below operational threshold 0.600.', 'Semantic label is unknown or not confidently mapped to the taxonomy.']","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__007_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__007_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__007_annotated.png","simple_statistical_reference","0.42","minimum",""
"capsule__test__crack__008","data/mvtec_anomaly_detection/capsule/test/crack/008.png","b53477da88bffb2f380a5616b50020f98db5fc1040ff26bbe3d5e25490f5e2e1","2026-06-08T23:17:36.857965+00:00","anomalib_padim","0.3351373174941238","0.5","True","0.3351373174941238","0.1648626825058762","0.7280505219365319","0.00848388671875","2","[{'x': 203, 'y': 209, 'w': 21, 'h': 29, 'area_px': 465, 'area_ratio': 0.0070953369140625, 'mean_heat': 0.6302087306976318, 'max_heat': 1.0, 'x2': 224, 'y2': 238, 'aspect_ratio': 1.380952380952381}, {'x': 70, 'y': 198, 'w': 10, 'h': 12, 'area_px': 91, 'area_ratio': 0.0013885498046875, 'mean_heat': 0.4873949885368347, 'max_heat': 0.5647059082984924, 'x2': 80, 'y2': 210, 'aspect_ratio': 1.2}]","unknown","0.5774999999999999","rules_constrained_taxonomy","203.0","209.0","21.0","29.0","465.0","0.0070953369140625","0.6302087306976318","1.0","224.0","238.0","1.380952380952381","0.014778325123152709","6.58128078817734","209.6847290640394","0.08758709448364588","0.0","['features|aspect=1.381|area=0.0071|dark_contrast=0.00|sat_contrast=0.09|edge_density=0.0148|flags=elongated:0_thin:1_dark:0_saturated:0_large:0_edge:0', 'no_rule_matched_confidently']","0.3351373174941238","0.7280505219365319","0.5774999999999999","0.3351373174941238","0.5136019494533153","minimum","0.3351373174941238","S3","O3","D3","Critical","Stop release or production path until authorised review is complete.","True","S3|O3|D3","True","['Fused confidence 0.335 is below operational threshold 0.600.', 'Semantic label is unknown or not confidently mapped to the taxonomy.', 'Critical risk class requires operator confirmation before release decision.']","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__008_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__008_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__008_annotated.png","simple_statistical_reference","0.42","minimum",""
"capsule__test__crack__009","data/mvtec_anomaly_detection/capsule/test/crack/009.png","782833236292a0ea278d42fd87265dae63be3aed5f8649e76dfa95a5616fd755","2026-06-08T23:17:36.909280+00:00","anomalib_padim","0.3274057214202274","0.5","True","0.3274057214202274","0.1725942785797726","0.7053830257964666","0.0338897705078125","3","[{'x': 94, 'y': 80, 'w': 67, 'h': 34, 'area_px': 1611, 'area_ratio': 0.0245819091796875, 'mean_heat': 0.6640279293060303, 'max_heat': 1.0, 'x2': 161, 'y2': 114, 'aspect_ratio': 1.9705882352941178}, {'x': 212, 'y': 201, 'w': 29, 'h': 26, 'area_px': 563, 'area_ratio': 0.0085906982421875, 'mean_heat': 0.6687424182891846, 'max_heat': 0.9764705896377563, 'x2': 241, 'y2': 227, 'aspect_ratio': 1.1153846153846154}, {'x': 79, 'y': 198, 'w': 7, 'h': 9, 'area_px': 47, 'area_ratio': 0.0007171630859375, 'mean_heat': 0.4608260989189148, 'max_heat': 0.4941176474094391, 'x2': 86, 'y2': 207, 'aspect_ratio': 1.2857142857142858}]","surface_defect","0.753","rules_constrained_taxonomy","94.0","80.0","67.0","34.0","1611.0","0.0245819091796875","0.6640279293060303","1.0","161.0","114.0","1.9705882352941178","0.07901668129938542","48.56496927129061","115.88147497805092","1.855812644784585","11.106476829177993","['features|aspect=1.971|area=0.0246|dark_contrast=11.11|sat_contrast=1.86|edge_density=0.0790|flags=elongated:0_thin:1_dark:0_saturated:0_large:0_edge:1', 'high_heat_moderate_area_surface_defect_fallback']","0.3274057214202274","0.7053830257964666","0.753","0.3274057214202274","0.5471974823780423","minimum","0.3274057214202274","S3","O2","D3","High","Quarantine item or lot pending quality engineer review.","True","S3|O2|D3","True","['Fused confidence 0.327 is below operational threshold 0.600.']","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__009_heatmap_overlay.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__009_mask.png","outputs/risk_padim_capsule_semantic_v3/artefacts/capsule__test__crack__009_annotated.png","simple_statistical_reference","0.42","minimum",""
